Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,Year
63,Cayden Primeau\primeca01,20,MTL,2,2,1,1,0,5,72,67,0.931,2.52,0,0.6,119,2,1,0,,,0,0,0,0,2020
64,Jonathan Quick\quickjo01,34,LAK,37,37,12,22,3,110,1073,963,0.897,2.99,0,4.7,2204,17,0.459,5,113,-12.71,0,1,1,0,2020
65,Antti Raanta\raantan01,30,ARI,30,29,13,13,3,74,911,837,0.919,2.7,2,6.1,1645,17,0.586,3,90,8.6,0,0,0,2,2020
66,Tuukka Rask\rasktu01,32,BOS,34,34,22,5,6,69,997,928,0.931,2.08,3,7.9,1995,24,0.706,1,76,21.4,0,2,2,0,2020
67,James Reimer\reimeja01,31,CAR,24,23,14,6,2,61,711,650,0.914,2.67,3,4.4,1372,14,0.609,6,95,3.47,0,0,0,2,2020
68,Pekka Rinne\rinnepe01,37,NSH,34,33,18,13,3,95,935,840,0.898,3.04,3,4.2,1874,15,0.455,10,112,-10.22,1,2,3,0,2020
69,David Rittich\rittida01,27,CGY,43,43,22,15,5,122,1319,1197,0.908,2.93,2,7.2,2494,22,0.512,7,102,-2.4,0,1,1,6,2020
70,Ilya Samsonov\samsoil01,22,WSH,23,19,16,4,1,49,590,541,0.917,2.38,1,3.8,1236,12,0.632,1,92,4.5,0,0,0,2,2020
71,Juuse Saros\sarosju01,24,NSH,30,25,11,9,4,79,824,745,0.904,2.92,2,4.2,1623,14,0.56,3,106,-4.29,0,0,0,0,2020
72,Cory Schneider\schneco01,33,NJD,9,7,0,6,1,34,230,196,0.852,4.65,0,-0.1,439,0,0,3,,,0,0,0,0,2020
73,Gilles Senn\senngi01,23,NJD,2,1,0,1,0,4,41,37,0.902,3.42,0,0.2,70,1,1,0,,,0,0,0,0,2020
74,Igor Shesterkin\shestig01,24,NYR,7,7,6,1,0,15,253,238,0.941,2.18,0,2.3,413,5,0.714,0,65,7.94,0,0,0,0,2020
75,Mike Smith\smithmi01,37,EDM,32,30,16,10,4,86,893,807,0.904,2.93,1,4.5,1763,14,0.467,7,106,-5.03,0,2,2,21,2020
76,Garret Sparks\sparkga01,26,VEG,1,0,0,0,0,2,14,12,0.857,4.38,0,0,27,0,,0,,,0,0,0,0,2020
77,Alex Stalock\staloal01,32,MIN,30,28,14,9,4,76,834,758,0.909,2.68,3,4.7,1700,15,0.536,4,101,-0.38,0,1,1,2,2020
78,Malcolm Subban\subbama01,26,VEG,19,18,8,7,3,55,516,461,0.893,3.09,0,2,1069,7,0.389,6,118,-8.21,0,0,0,0,2020
79,Cam Talbot\talboca01,32,CGY,22,18,9,9,1,55,663,608,0.917,2.77,1,4.3,1192,9,0.5,1,91,5.12,0,0,0,21,2020
80,Linus Ullmark\ullmali01,26,BUF,33,33,16,14,3,89,1031,942,0.914,2.72,1,6.3,1962,18,0.545,2,95,4.48,0,0,0,4,2020
81,Semyon Varlamov\varlasi01,31,NYI,37,32,17,11,4,87,1062,975,0.918,2.53,2,7,2060,19,0.594,4,90,9.29,0,0,0,0,2020
82,Andrei Vasilevskiy\vasilan02,25,TBL,44,44,32,9,3,107,1346,1239,0.921,2.42,2,9.2,2648,27,0.614,4,88,15.04,0,4,4,4,2020
83,Adam Werner\wernead01,22,COL,2,1,1,1,0,5,58,53,0.914,3.42,0,0.4,88,0,0,1,,,0,0,0,0,2020
