Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
1,Justin Abdelkader\abdelju01,32,DET,LW,43,247,332,42.7,-3.2,183,234,43.9,-2.3,4.6,90.5,95.1,41.4,58.6,11:44,09:59,10,17,-5.2,69,55.1
2,Pontus Aberg\abergpo01,26,TOR,LW,5,28,42,40,-15.7,17,32,34.7,-18.9,10,94.4,104.4,53.3,46.7,08:42,08:42,1,2,-0.3,5,80
3,Vitaly Abramov\abramvi01,21,OTT,RW,2,11,17,39.3,-14.7,9,12,42.9,-11.8,16.7,87.5,104.2,33.3,66.7,05:47,05:47,0,1,-0.4,4,75
4,Noel Acciari\acciano01,28,FLA,C,56,554,658,45.7,-5,403,467,46.3,-4.6,12.4,88.5,100.9,40.5,59.5,15:46,12:52,24,19,-5.8,149,56.4
5,Andrew Agozzino\agozzan01,29,PIT,LW,13,47,44,51.6,4.4,33,34,49.3,1.3,13.6,90.3,104,50,50,06:16,05:52,4,2,-1.1,10,60
6,Sebastian Aho\ahose01,22,CAR,F,58,787,595,56.9,3.9,575,468,55.1,2.4,13.3,85.5,98.8,58.3,41.7,19:19,14:37,62,53,8.7,273,63.7
7,Michael Amadio\amadimi01,23,LAK,C,57,579,462,55.6,1.8,424,346,55.1,1.3,9.2,86.2,95.4,50.3,49.7,13:19,11:38,29,21,3.2,148,60.1
8,Joey Anderson\anderjo08,21,NJD,RW,7,45,57,44.1,6.2,39,38,50.6,11.2,13.3,88.5,101.8,34.1,65.9,10:49,09:42,1,2,1.8,10,80
9,Josh Anderson\anderjo05,25,CBJ,RW,26,247,282,46.7,-3.5,187,201,48.2,-4.7,8.1,87,95.1,53.3,46.7,16:04,12:25,9,12,-1,98,64.3
10,Jaret Anderson-Dolan\anderja01,20,LAK,C,4,32,27,54.2,-1.3,27,22,55.1,-0.2,0,93.8,93.8,64.3,35.7,10:16,10:03,0,2,-1.4,3,66.7
11,Lias Andersson\anderli01,21,NYR,C,17,70,125,35.9,-8.1,59,97,37.8,-7.2,5,84.8,89.8,44.2,55.8,09:33,07:29,8,4,-2.9,14,92.9
12,Rasmus Andersson\anderra01,23,CGY,D,61,865,779,52.6,2.9,649,606,51.7,2.7,8.3,88.9,97.2,56.2,43.8,19:31,17:00,16,34,3.8,193,58
13,Andy Andreoff\andrean01,28,PHI,LW,14,73,85,46.2,-6.4,58,62,48.3,-3.4,7.1,85.7,92.9,46.4,53.6,08:32,08:32,1,0,-1.1,19,73.7
14,Anthony Angello\angelan01,23,PIT,C,4,9,25,26.5,-13,7,22,24.1,-15.9,14.3,94.1,108.4,12.5,87.5,04:56,04:52,0,0,-0.6,1,100
15,Artem Anisimov\anisiar01,31,OTT,C,41,361,442,45,-2.7,251,325,43.6,-4.8,10,88.4,98.4,52.7,47.3,13:39,11:46,13,15,-5.8,141,45.4
16,Mason Appleton\applema01,24,WPG,C,35,241,254,48.7,-0.5,181,189,48.9,1.6,7.8,86.5,94.2,48.3,51.7,11:09,09:55,9,8,-2,70,57.1
17,Josh Archibald\archijo01,27,EDM,RW,50,371,437,45.9,-2.3,277,302,47.8,-1,11.3,86.4,97.7,44.7,55.3,13:03,10:28,23,10,-3.7,100,54
18,Joel Armia\armiajo01,26,MTL,RW,48,557,519,51.8,-3.8,414,386,51.8,-3.6,12.8,88.3,101.1,54.9,45.1,17:25,13:33,37,20,3.3,229,60.7
19,Viktor Arvidsson\arvidvi01,26,NSH,LW,46,497,478,51,-0.5,364,352,50.8,-1.4,10.4,90.3,100.7,56.6,43.4,16:34,13:16,12,16,-1.3,214,47.2
20,Rasmus Asplund\asplura01,22,BUF,F,29,171,185,48,-2.5,135,150,47.4,-2.7,7.4,89.7,97.1,36.4,63.6,10:50,09:00,5,7,-1,44,81.8
21,Zach Aston-Reese\astonza01,25,PIT,C,57,495,468,51.4,0.9,365,340,51.8,0.6,8.8,91.4,100.1,30.7,69.3,14:26,12:16,20,21,5.2,157,62.4
22,Andreas Athanasiou\athanan01,25,DET,C,44,403,511,44.1,-2.1,323,386,45.6,-0.6,8.7,79.5,88.2,53,47,16:37,14:16,11,27,-8,173,62.4
23,Cam Atkinson\atkinca01,30,CBJ,RW,44,474,518,47.8,-2.6,352,374,48.5,-3.9,9.5,91.5,101,49.6,50.4,17:51,13:49,26,21,-0.2,220,67.3
24,Nicolas Aube-Kubel\aubekni01,23,PHI,RW,26,195,192,50.4,-2.3,151,130,53.7,1.2,11.5,85.4,97,54.2,45.8,10:58,10:00,10,7,-0.1,62,51.6
25,David Backes\backeda01,35,BOS,C,16,114,92,55.3,2.7,90,68,57,4.5,5.6,89.8,95.4,53.8,46.2,08:33,08:12,4,2,1.1,36,72.2
26,Mikael Backlund\backlmi01,30,CGY,C,61,741,717,50.8,0.4,535,556,49,-0.9,10.6,89.4,100,50.5,49.5,17:51,14:30,49,51,1.2,245,52.7
27,Nicklas Backstrom\backsni02,32,WSH,C,51,724,620,53.9,1.3,522,453,53.5,0.9,13.3,85.3,98.6,53.7,46.3,19:16,14:58,31,37,4.9,192,60.4
28,Sven Baertschi\baertsv01,27,VAN,LW,6,69,36,65.7,14,47,27,63.5,13.2,0,90.9,90.9,53.1,46.9,11:49,10:13,1,1,0.5,15,46.7
29,Josh Bailey\bailejo01,30,NYI,C,58,619,689,47.3,1.1,440,499,46.9,0,11,86.3,97.4,53.2,46.8,16:59,13:32,35,51,-2.9,139,55.4
30,Justin Bailey\baileju01,24,VAN,RW,2,8,13,38.1,2.2,5,10,33.3,-2.1,0,100,100,22.2,77.8,05:20,05:20,0,1,0,1,100
31,Rudolfs Balcers\balceru01,22,OTT,LW,7,53,47,53,7.6,41,32,56.2,10.7,8.7,92.3,101,70,30,10:15,08:49,4,2,0,14,57.1
32,Ivan Barbashev\barbaiv01,24,STL,C,57,424,504,45.7,-5,309,377,45,-5.7,11.5,89.9,101.4,37.7,62.3,13:18,11:11,26,25,-5.6,116,53.4
33,Riley Barber\barberi01,25,MTL,RW,9,62,54,53.4,-1.8,47,38,55.3,-0.5,0,96,96,50,50,08:15,08:15,0,2,-0.4,11,54.5
34,Mark Barberio\barbema01,29,COL,D,14,163,180,47.5,-2.2,115,128,47.3,-2,10.2,97.8,108.1,33,67,15:51,14:11,2,11,0,36,58.3
35,Cole Bardreau\bardrco01,26,NYI,F,10,49,72,40.5,-5.2,38,48,44.2,-2.8,8.3,83.9,92.2,48.6,51.4,08:52,08:19,4,4,-0.7,15,66.7
36,Aleksander Barkov\barkoal01,24,FLA,C,56,727,639,53.2,4,549,513,51.7,1.5,12.8,88.2,101,58.5,41.5,19:55,15:04,43,41,3.8,231,64.1
37,Tyson Barrie\barrity01,28,TOR,D,60,1066,883,54.7,3.6,779,687,53.1,2.4,10.7,88.1,98.8,57.6,42.4,21:46,19:01,15,50,3.3,327,45.9
38,Mathew Barzal\barzama01,22,NYI,C,58,875,834,51.2,6.7,627,582,51.9,7,10.8,89.9,100.8,57.9,42.1,19:41,16:57,63,84,4.4,236,58.9
39,Drake Batherson\bathedr01,21,OTT,C,20,222,235,48.6,1.5,156,179,46.6,-1.4,4.7,89.6,94.3,53.8,46.2,15:46,13:13,5,4,-3,59,49.2
40,Jay Beagle\beaglja01,34,VAN,RW/C,50,267,480,35.7,-14.7,212,345,38.1,-12.9,6,91.6,97.6,25.4,74.6,12:35,09:22,9,7,-9.2,64,65.6
41,Ethan Bear\bearet01,22,EDM,D,59,902,873,50.8,4.4,677,667,50.4,2.7,11.7,87.7,99.4,50.1,49.9,21:28,18:39,38,73,5.6,151,54.3
42,J.C. Beaudin\beaudje01,22,OTT,C,22,112,152,42.4,-5.5,79,113,41.1,-7.9,7.1,87.8,94.9,47.1,52.9,08:38,08:17,1,2,-1.8,28,64.3
43,Nathan Beaulieu\beaulna01,27,WPG,D,27,234,310,43,-6.3,176,225,43.9,-3.6,12.3,95.1,107.4,52.4,47.6,15:53,13:15,5,17,-2.4,41,51.2
44,Anthony Beauvillier\beauvan01,22,NYI,LW,58,645,741,46.5,0.1,476,533,47.2,0.4,12.2,88,100.2,47.4,52.6,17:13,14:29,27,43,1.4,196,56.6
45,Pierre-Edouard Bellemare\bellepi01,34,COL,LW,57,481,466,50.8,-0.4,337,332,50.4,-0.7,10.1,90.1,100.2,42.2,57.8,13:12,10:47,44,15,4.3,103,64.1
46,Kieffer Bellows\belloki01,21,NYI,LW,6,45,63,41.7,-7.3,35,44,44.3,-3.6,14.3,95.8,110.1,60,40,10:41,10:39,2,3,0.9,14,57.1
47,Emil Bemstrom\bemstem01,20,CBJ,C,46,338,348,49.3,0.2,250,256,49.4,-1.3,7.6,92.9,100.5,59.1,40.9,11:48,10:07,7,14,3.5,122,63.1
48,Jamie Benn\bennja01,30,DAL,LW,59,705,675,51.1,2.8,515,492,51.1,2.9,9.3,90.3,99.6,52.9,47.1,16:35,13:45,42,48,5.2,241,59.3
49,Jordie Benn\bennjo01,32,VAN,D,42,377,535,41.3,-10.2,294,394,42.7,-9,10.4,91.2,101.6,45,55,16:25,13:45,7,17,-8.3,107,51.4
50,Sam Bennett\bennesa01,23,CGY,C,43,400,369,52,1,283,273,50.9,0.7,9.3,92,101.3,50.2,49.8,12:45,11:32,17,17,1.5,132,53
51,Matt Benning\bennima01,25,EDM,D,34,280,306,47.8,-0.9,210,212,49.8,0.6,14,91.9,105.9,47.3,52.7,13:29,12:31,10,19,-1.5,63,44.4
52,Tyler Benson\bensoty01,21,EDM,LW,4,29,28,50.9,2.6,22,19,53.7,4.1,26.7,86.7,113.3,60.9,39.1,10:04,09:42,0,1,-0.5,8,50
53,Patrice Bergeron\bergepa01,34,BOS,C,51,612,470,56.6,6.8,456,352,56.4,6.6,15.2,88.5,103.7,60.5,39.5,19:04,13:34,34,19,5.5,285,61.8
54,Lean Bergmann\bergmle01,21,SJS,F,8,36,63,36.4,-16.7,30,48,38.5,-13.1,5.6,81.8,87.4,61.5,38.5,08:27,07:35,3,0,-2.7,14,64.3
55,Tyler Bertuzzi\bertuty01,24,DET,LW,61,727,763,48.8,4,543,567,48.9,3.7,10.3,86.6,96.9,50.1,49.9,19:20,15:56,20,48,-2.6,191,58.1
56,Alex Biega\biegaal01,31,DET,D,39,330,439,42.9,-2.9,255,339,42.9,-2.7,5.6,91.6,97.2,49.6,50.4,15:35,14:17,3,17,-5.3,91,45.1
57,Jake Bischoff\bischja01,25,VEG,D,4,43,51,45.7,0.9,34,35,49.3,4.1,12,81.5,93.5,46.5,53.5,15:36,14:53,0,2,0.1,10,60
58,Clark Bishop\bishocl01,23,CAR,C,5,25,21,54.3,3,19,14,57.6,6.3,7.7,71.4,79.1,60,40,07:39,07:23,1,1,-0.9,6,66.7
59,Anthony Bitetto\bitetan01,29,WPG,D,47,420,482,46.6,-3,310,356,46.5,-1.7,13,91.2,104.2,54.2,45.8,15:15,12:47,13,20,-3.7,92,52.2
60,Anders Bjork\bjorkan01,23,BOS,LW,52,440,447,49.6,-1.4,345,327,51.3,0.8,9.6,92,101.6,53.7,46.3,13:02,12:08,18,13,3.3,124,51.6
61,Oliver Bjorkstrand\bjorkol01,24,CBJ,RW,47,610,487,55.6,6,456,347,56.8,5.5,11.7,89.6,101.3,56.2,43.8,17:52,15:15,31,26,9.1,265,58.1
62,Tobias Bjornfot\bjornto01,18,LAK,D,3,22,38,36.7,-19.6,15,29,34.1,-25.2,0,78.9,78.9,37.9,62.1,12:58,11:59,0,0,-1.4,0,
63,Nick Bjugstad\bjugsni01,27,PIT,C,10,95,81,54,-3.5,67,52,56.3,-1.9,8.3,92.5,100.8,39.3,60.7,13:14,11:06,3,3,0,35,45.7
64,Colin Blackwell\blackco01,26,NSH,C,21,190,170,52.8,2.5,141,113,55.5,5,12,93.8,105.8,49.2,50.8,10:41,10:33,5,6,2,42,52.4
65,Sammy Blais\blaissa01,23,STL,LW,29,231,217,51.6,2.4,177,169,51.2,1.7,9.4,88.7,98.1,48.3,51.7,12:46,11:22,9,15,3.1,61,63.9
66,Joseph Blandisi\blandjo01,25,PIT,C,21,87,130,40.1,-11,63,99,38.9,-13,13.5,87.3,100.8,36.9,63.1,08:13,08:07,8,1,-2,21,57.1
67,Joachim Blichfeld\blichjo01,21,SJS,W,3,20,35,36.4,-10.9,16,24,40,-7.8,0,87.5,87.5,34.8,65.2,12:46,12:32,2,0,-0.7,6,50
68,Anton Blidh\blidhan01,24,BOS,LW,5,26,30,46.4,-9.9,19,25,43.2,-13.4,14.3,100,114.3,34.5,65.5,11:01,09:32,2,1,0.7,7,71.4
69,Teddy Blueger\bluegte01,25,PIT,C,57,533,523,50.5,-0.3,392,387,50.3,-1.2,9.2,91,100.2,27.1,72.9,16:02,13:30,24,18,1.6,135,65.2
70,Mikkel Boedker\boedkmi01,30,OTT,RW,11,55,65,45.8,-1,42,44,48.8,2.8,10.7,97.2,107.9,50,50,07:56,07:14,0,7,-0.2,14,78.6
71,Brock Boeser\boesebr01,22,VAN,RW,56,648,577,52.9,5.9,490,418,54,6.5,15.2,85.9,101.2,55.3,44.7,18:36,14:12,18,22,2.7,278,59.7
72,Zach Bogosian\bogosza01,29,BUF,D,19,181,226,44.5,-3.9,136,175,43.7,-4.8,15.1,88.9,103.9,45.1,54.9,16:50,14:34,2,10,-2.2,35,51.4
73,Nick Bonino\boninni01,31,NSH,C,58,619,578,51.7,0.4,490,413,54.3,2.9,14.2,89.6,103.8,35.4,64.6,16:44,12:23,43,21,6,152,63.2
74,Adam Boqvist\boqviad01,19,CHI,D,32,345,386,47.2,-0.8,264,295,47.2,0.5,9.9,88.6,98.6,60.6,39.4,16:37,14:06,9,23,-2.3,86,46.5
75,Jesper Boqvist\boqvije01,21,NJD,C,34,228,256,47.1,0.2,163,188,46.4,-1.4,4.5,90.2,94.7,49.7,50.3,10:51,09:46,12,11,-3.9,69,59.4
76,Henrik Borgström\borgshe01,22,FLA,C,4,24,25,49,-6.5,17,18,48.6,-10.3,0,85.7,85.7,69.2,30.8,12:23,09:41,3,1,-0.2,4,75
77,Mark Borowiecki\borowma01,30,OTT,D,53,562,732,43.4,-4.7,437,510,46.1,-1.9,12.3,88.6,100.9,38.9,61.1,17:56,15:26,10,30,-3,117,53.8
78,Robert Bortuzzo\borturo01,30,STL,D,35,254,263,49.1,-3.3,201,217,48.1,-4.4,12.3,94,106.3,55.4,44.6,13:13,10:26,2,9,1.2,52,55.8
79,Gabriel Bourque\bourqga01,29,WPG,LW,44,237,302,44,-6.6,174,226,43.5,-5.3,5.8,94,99.8,45.3,54.7,08:58,08:31,5,13,-3.4,60,51.7
80,Jay Bouwmeester\bouwmja01,36,STL,D,56,658,751,46.7,-4.6,501,561,47.2,-3.8,10.9,91.5,102.4,41.8,58.2,21:34,18:34,11,32,-6.5,101,52.5
81,Madison Bowey\boweyma01,24,DET,D,45,452,562,44.6,-1.2,349,421,45.3,-0.9,10.8,85.9,96.6,48.6,51.4,17:41,15:53,11,37,-8.2,112,53.6
82,Johnny Boychuk\boychjo01,36,NYI,D,57,672,788,46,-0.4,488,553,46.9,0.2,8.2,90.4,98.6,54.1,45.9,17:33,15:00,5,48,-2.5,192,43.8
83,Travis Boyd\boydtr01,26,WSH,C,23,187,151,55.3,3.7,132,112,54.1,3.2,15.1,93.6,108.6,51.3,48.7,11:52,10:36,6,6,1.6,34,73.5
84,Brian Boyle\boylebr01,35,FLA,C,39,290,372,43.8,-6.1,222,271,45,-5.1,12.8,88.3,101.1,46.7,53.3,12:23,10:47,16,13,-1.7,100,56
85,Tyler Bozak\bozakty01,33,STL,C,58,511,515,49.8,0,380,389,49.4,-0.4,10.5,91.8,102.3,49.3,50.7,15:34,12:08,26,18,3.4,134,70.9
86,Erik Brannstrom\branner01,20,OTT,D,31,310,336,48,0.3,217,234,48.1,-0.2,10.4,86.8,97.2,53.1,46.9,14:51,13:10,5,20,-0.1,90,42.2
87,Derick Brassard\brassde01,32,NYI,C,58,532,634,45.6,-1.1,390,454,46.2,-0.8,11.7,91.3,103,51,49,13:54,11:56,24,33,1.4,168,61.9
88,Jesper Bratt\brattje01,21,NJD,W,50,432,501,46.3,0.3,335,352,48.8,2,12.2,85.6,97.8,52,48,13:57,11:55,16,21,-4.3,123,65
89,Justin Braun\braunju01,32,PHI,D,53,600,552,52.1,-0.3,424,408,51,-1,10.6,86.1,96.8,49.3,50.7,17:20,15:16,9,26,3.7,135,46.7
90,T.J. Brodie\broditj01,29,CGY,D,55,800,731,52.3,3,572,545,51.2,2.5,12.6,89.2,101.8,47.9,52.1,20:15,17:31,30,41,3.7,138,39.1
91,Jonas Brodin\brodijo01,26,MIN,D,58,773,848,47.7,-2.7,592,592,50,0.2,12.5,89.8,102.3,45.3,54.7,21:23,18:43,12,15,3.8,167,50.9
92,Jonny Brodzinski\brodzjo01,26,SJS,C,3,21,15,58.3,-2.1,19,12,61.3,2.6,16.7,80,96.7,68.8,31.3,07:24,05:43,0,0,-0.6,6,83.3
93,Adam Brooks\brookad01,23,TOR,C,7,38,44,46.3,-7.2,28,33,45.9,-7.6,15.8,89.5,105.3,48,52,07:51,07:24,2,1,0.4,5,40
94,Troy Brouwer\brouwtr01,34,STL,RW,13,69,102,40.4,-8.9,50,75,40,-10.2,10.5,94.4,105,44.4,55.6,09:28,09:20,1,2,-1.3,21,57.1
95,Connor Brown\brownco02,26,OTT,RW,59,707,786,47.4,-0.3,537,547,49.5,1.9,11.1,88.1,99.2,39.8,60.2,20:12,15:57,48,36,1,230,60.4
96,Dustin Brown\browndu01,35,LAK,RW,55,644,624,50.8,-4,465,474,49.5,-5.3,10.5,87.1,97.6,51.7,48.3,18:10,14:57,23,28,-4.4,237,55.3
97,Josh Brown\brownjo01,26,FLA,D,52,499,550,47.6,-1.9,367,402,47.7,-1.8,12.3,91.3,103.6,55.6,44.4,13:30,12:51,10,22,-1,90,48.9
98,Logan Brown\brownlo01,21,OTT,C,23,168,185,47.6,-0.6,132,137,49.1,0.9,11.3,88.3,99.6,57.9,42.1,11:45,09:46,10,16,0.8,42,54.8
99,Pavel Buchnevich\buchnpa01,24,NYR,LW,58,709,700,50.3,5.1,541,519,51,5.4,11.6,87.8,99.5,50.7,49.3,16:38,14:32,33,58,6.3,213,55.9
100,Connor Bunnaman\bunnaco01,21,PHI,F,18,104,101,50.7,-4.2,82,71,53.6,-1,12.9,93.6,106.5,50,50,09:09,08:56,1,4,2.1,19,84.2
101,Andre Burakovsky\burakan01,24,COL,LW,55,623,558,52.8,2,445,418,51.6,0.6,13.2,90.4,103.7,55.2,44.8,15:02,12:24,27,30,0.2,171,56.7
102,Brent Burns\burnsbr01,34,SJS,D/RW,59,884,967,47.8,-2.6,626,712,46.8,-3.3,13,85.6,98.7,51.9,48.1,00:58,19:16,38,68,-8.2,389,47
103,Will Butcher\butchwi01,25,NJD,D,55,689,767,47.3,1.6,536,567,48.6,2,10.9,87.8,98.7,54.7,45.3,18:13,16:22,10,27,-2.2,148,41.9
104,Paul Byron\byronpa01,30,MTL,C/LW,19,192,178,51.9,-0.9,128,126,50.4,-2.9,9.1,92.4,101.5,51,49,13:44,11:45,8,7,-1,20,55
105,Nicholas Caamano\caamani01,21,DAL,RW,12,67,88,43.2,-6.6,50,60,45.5,-5.1,8.6,95.3,103.9,47.3,52.7,09:58,09:48,1,2,-1.1,23,56.5
106,Drake Caggiula\caggidr01,25,CHI,LW,30,252,277,47.6,-1.5,188,209,47.4,-1.4,11.9,86.7,98.6,52.4,47.6,11:53,11:12,18,3,-2.1,64,64.1
107,Matt Calvert\calvema01,30,COL,LW,50,476,422,53,2.2,340,308,52.5,1.9,10.2,90.8,101,45.2,54.8,14:05,11:36,21,13,6.4,141,63.1
108,Kyle Capobianco\capobky01,22,ARI,D,9,107,106,50.2,-1.3,70,75,48.3,-2.7,7.5,90.4,97.9,45,55,14:46,13:47,1,4,-0.7,19,52.6
109,Paul Carey\careypa01,31,BOS,C,1,1,7,12.5,-30.9,1,6,14.3,-31.5,,80,,75,25,06:22,05:51,0,0,-0.4,0,
110,Brandon Carlo\carlobr01,23,BOS,D,59,729,699,51.1,0.5,551,542,50.4,-0.3,11.1,92.1,103.1,51.3,48.8,20:38,17:23,25,27,1.2,157,61.1
111,John Carlson\carlsjo01,30,WSH,D,59,994,883,53,0.6,732,652,52.9,0.8,14.9,88.3,103.2,52.2,47.8,00:42,18:46,36,70,5,326,50.3
112,Gabriel Carlsson\carlsga01,23,CBJ,D,6,34,45,43,-3,25,29,46.3,-2.4,5,90.5,95.5,48.9,51.1,10:53,10:16,0,3,0.6,7,42.9
113,Ryan Carpenter\carpery01,29,CHI,C,58,455,526,46.4,-2.8,340,380,47.2,-1.2,9.2,89.3,98.5,41.1,58.9,14:14,11:26,27,25,-3.6,109,64.2
114,Daniel Carr\carrda01,28,NSH,LW,11,71,100,41.5,-10.7,55,73,43,-9.2,7,82.4,89.3,57.4,42.6,10:20,09:42,8,1,-1,22,63.6
115,Connor Carrick\carrico01,25,NJD,D,18,142,213,40,-5.5,100,170,37,-9.2,13.8,88.7,102.5,36.9,63.1,13:47,13:04,2,4,-3.4,29,34.5
116,Sam Carrick\carrisa01,27,ANA,C,9,82,76,51.9,5.4,61,54,53,7.7,7.1,84.6,91.8,51.4,48.6,13:46,12:08,1,5,-0.9,26,61.5
117,Trevor Carrick\carritr01,25,SJS,D,3,9,12,42.9,-15,4,10,28.6,-24.8,0,100,100,85.7,14.3,05:47,04:49,0,2,-0.3,3,33.3
118,Alexandre Carrier\carrial01,23,NSH,D,3,34,22,60.7,16.7,26,17,60.5,16.6,10.5,100,110.5,56,44,10:47,10:41,0,0,1.4,4,100
119,William Carrier\carriwi01,25,VEG,LW,61,472,403,53.9,-0.4,349,291,54.5,0.1,9.1,89.4,98.6,58,42,09:41,09:28,21,8,8.3,139,61.9
120,Jeff Carter\carteje01,35,LAK,C,59,735,653,53,-1.4,548,491,52.7,-1.3,7.7,85.7,93.4,52.1,47.9,16:56,13:41,13,20,0.6,286,62.9
121,Colby Cave\caveco01,25,EDM,C,9,43,68,38.7,-7.3,32,40,44.4,-1.5,4.2,88.9,93.1,12.8,87.2,10:22,09:14,3,1,-0.2,10,50
