team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
DET,2014,DET,DET,Team Level,5on4,82,0.91,0.88,0.87,26927.0,400.43,54.24,36.25,80.21,13.04,241.47,127.79,50.37,54.24,50.37,397.0,156.0,181.0,734.0,63.0,37.0,14.0,92.0,13.0,186.0,162.0,334.0,490.0,23.0,47.0,280.0,38.0,17.0,72.0,376.0,105.0,72.0,8.83,13.96,31.45,11.0,16.0,36.0,734.0,553.0,553.0,4.0,9.38,12.55,13.1,50.53,50.53,47.79,59.33,5.45,2.52,8.03,1.7,17.3,46.98,5.44,5.45,5.44,66.0,16.0,14.0,96.0,8.0,2.0,1.0,13.0,2.0,12.0,45.0,58.0,74.0,12.0,27.0,229.0,85.0,41.0,36.0,61.0,12.0,9.0,1.64,1.35,2.46,2.0,1.0,5.0,96.0,82.0,82.0,36.0,0.6,0.34,0.29,5.77,5.77,5.75
MIN,2014,MIN,MIN,Team Level,other,82,0.51,0.45,0.47,13394.0,137.52,25.5,9.63,25.2,4.52,76.74,50.41,24.28,25.5,24.28,141.0,51.0,55.0,247.0,21.0,6.0,3.0,30.0,7.0,74.0,54.0,120.0,171.0,6.0,12.0,147.0,30.0,18.0,23.0,121.0,38.0,33.0,4.43,4.6,16.47,3.0,5.0,13.0,247.0,192.0,192.0,19.0,2.69,2.07,2.99,25.21,25.21,24.35,152.85,24.35,10.69,29.4,5.01,82.75,60.8,23.56,24.35,23.56,155.0,58.0,91.0,304.0,19.0,9.0,1.0,27.0,6.0,84.0,68.0,136.0,194.0,7.0,14.0,134.0,38.0,31.0,20.0,126.0,58.0,29.0,4.53,6.79,13.04,3.0,5.0,11.0,304.0,213.0,213.0,13.0,2.9,2.24,2.41,24.84,24.84,24.16
MIN,2014,MIN,MIN,Team Level,all,82,0.55,0.51,0.52,298408.0,2495.16,231.66,175.88,559.87,80.97,1405.12,1023.49,222.04,232.83,223.15,2522.0,955.0,1116.0,4593.0,227.0,185.0,39.0,615.0,82.0,1078.0,1290.0,2295.0,3250.0,289.0,669.0,2491.0,1323.0,585.0,522.0,2588.0,675.0,214.0,78.71,80.76,72.18,68.0,79.0,80.0,4619.17,3477.0,3492.53,292.0,38.59,41.27,43.63,226.62,227.51,222.21,2276.78,190.42,156.4,518.83,72.57,1285.08,953.68,185.03,190.39,185.01,2266.0,911.0,1233.0,4410.0,198.0,145.0,27.0,516.0,71.0,998.0,1249.0,2068.0,2979.0,305.0,700.0,2504.0,1642.0,474.0,609.0,2430.0,599.0,148.0,69.78,70.27,50.38,66.0,77.0,55.0,4385.64,3177.0,3167.41,369.0,34.2,29.05,29.38,195.25,195.22,192.04
MIN,2014,MIN,MIN,Team Level,5on5,82,0.55,0.51,0.52,238184.0,1945.16,162.35,128.86,453.81,62.53,1082.51,814.94,156.77,163.52,157.89,1947.0,758.0,897.0,3602.0,166.0,131.0,29.0,493.0,60.0,829.0,1026.0,1781.0,2539.0,254.0,585.0,1905.0,1217.0,497.0,419.0,2056.0,516.0,133.0,63.41,61.46,37.49,58.0,59.0,49.0,3628.17,2705.0,2720.53,246.0,26.63,29.87,31.31,157.67,158.57,156.18,1782.47,133.33,116.49,421.78,56.64,1000.93,754.84,129.68,133.28,129.67,1773.0,711.0,969.0,3453.0,146.0,108.0,22.0,416.0,55.0,752.0,1007.0,1627.0,2338.0,267.0,609.0,1947.0,1482.0,384.0,502.0,1950.0,442.0,92.0,56.77,51.45,25.1,56.0,62.0,28.0,3428.64,2484.0,2474.41,323.0,23.98,21.79,22.12,135.18,135.16,133.45
MIN,2014,MIN,MIN,Team Level,4on5,82,0.12,0.12,0.14,22410.0,46.7,3.93,2.0,6.11,1.34,13.72,36.89,3.88,3.93,3.88,45.0,19.0,15.0,79.0,4.0,2.0,1.0,4.0,4.0,2.0,48.0,41.0,60.0,16.0,44.0,206.0,42.0,45.0,23.0,50.0,10.0,4.0,1.37,1.39,1.17,1.0,2.0,1.0,79.0,64.0,64.0,22.0,0.46,0.62,0.62,3.76,3.76,3.75,291.63,28.09,26.83,60.7,9.47,186.76,98.15,27.18,28.09,27.18,286.0,124.0,162.0,572.0,30.0,25.0,4.0,66.0,10.0,151.0,128.0,256.0,380.0,21.0,54.0,214.0,37.0,15.0,59.0,306.0,79.0,25.0,7.19,9.11,11.8,7.0,8.0,15.0,572.0,410.0,410.0,5.0,6.76,4.65,4.48,30.37,30.37,29.59
MIN,2014,MIN,MIN,Team Level,5on4,82,0.9,0.89,0.88,24420.0,365.78,39.87,35.39,74.76,12.59,232.16,121.24,37.11,39.87,37.11,389.0,127.0,149.0,665.0,36.0,46.0,6.0,88.0,11.0,173.0,162.0,353.0,480.0,13.0,28.0,233.0,34.0,25.0,57.0,361.0,111.0,44.0,9.51,13.32,17.04,6.0,13.0,17.0,665.0,516.0,516.0,5.0,8.82,8.69,8.71,39.97,39.97,37.93,49.83,4.66,2.41,6.94,1.47,14.64,39.88,4.6,4.66,4.6,52.0,18.0,11.0,81.0,3.0,3.0,0.0,7.0,0.0,11.0,46.0,49.0,67.0,10.0,23.0,209.0,85.0,44.0,28.0,48.0,20.0,2.0,1.3,2.92,0.45,0.0,2.0,1.0,81.0,70.0,70.0,28.0,0.56,0.37,0.37,4.85,4.85,4.84
NYI,2014,NYI,NYI,Team Level,other,82,0.56,0.52,0.52,12844.0,154.41,28.45,10.84,29.31,5.32,81.7,57.36,26.79,28.45,26.79,162.0,51.0,72.0,285.0,24.0,13.0,3.0,35.0,7.0,68.0,66.0,138.0,189.0,5.0,10.0,117.0,56.0,33.0,37.0,124.0,47.0,42.0,4.2,5.45,18.8,1.0,5.0,18.0,285.0,213.0,213.0,21.0,3.12,3.48,4.04,27.53,27.53,26.69,138.59,22.26,8.92,27.52,4.69,75.03,56.59,21.26,22.26,21.26,134.0,61.0,63.0,258.0,17.0,7.0,1.0,23.0,6.0,70.0,72.0,117.0,178.0,11.0,22.0,146.0,44.0,38.0,40.0,127.0,39.0,29.0,4.48,4.43,13.34,4.0,4.0,9.0,258.0,195.0,195.0,22.0,2.4,1.77,1.77,22.9,22.9,22.04
NYI,2014,NYI,NYI,Team Level,all,82,0.55,0.53,0.54,300474.0,2738.48,261.71,190.28,627.29,92.53,1505.47,1136.72,251.24,263.02,252.5,2771.0,1043.0,1313.0,5127.0,245.0,199.0,58.0,659.0,97.0,1247.0,1367.0,2526.0,3569.0,268.0,592.0,2402.0,2685.0,774.0,929.0,2848.0,695.0,271.0,84.51,83.47,93.72,77.0,71.0,97.0,5170.61,3814.0,3846.8,489.0,41.81,48.27,51.09,252.43,253.53,248.09,2309.26,211.08,157.25,525.98,76.44,1275.22,974.09,203.86,210.32,203.17,2321.0,900.0,1323.0,4544.0,224.0,159.0,38.0,578.0,77.0,1027.0,1156.0,2097.0,2997.0,320.0,695.0,2478.0,2173.0,728.0,817.0,2463.0,559.0,199.0,71.52,67.25,72.3,80.0,74.0,70.0,4514.44,3221.0,3204.0,427.0,34.36,40.08,41.56,203.82,203.39,199.58
NYI,2014,NYI,NYI,Team Level,5on5,82,0.55,0.53,0.54,243060.0,2164.87,182.86,142.4,514.43,72.42,1188.48,915.41,176.92,184.18,178.18,2171.0,845.0,1075.0,4091.0,171.0,128.0,40.0,533.0,74.0,999.0,1111.0,2000.0,2845.0,226.0,508.0,1881.0,2517.0,638.0,746.0,2310.0,543.0,163.0,70.06,65.28,47.52,65.0,57.0,49.0,4134.61,3016.0,3048.8,415.0,29.36,30.39,32.53,179.69,180.79,177.37,1838.69,148.43,120.89,432.1,59.99,1015.4,782.18,143.81,147.68,143.13,1843.0,716.0,1104.0,3663.0,158.0,121.0,26.0,483.0,61.0,819.0,917.0,1685.0,2401.0,283.0,621.0,1900.0,1993.0,594.0,683.0,2009.0,426.0,124.0,59.7,51.7,37.03,69.0,58.0,31.0,3633.44,2559.0,2542.0,364.0,24.88,28.54,30.03,143.29,142.86,140.74
NYI,2014,NYI,NYI,Team Level,4on5,82,0.15,0.16,0.18,19571.0,65.82,6.19,2.79,8.73,1.87,18.45,49.97,6.14,6.19,6.14,74.0,14.0,15.0,103.0,9.0,4.0,1.0,13.0,2.0,14.0,46.0,65.0,79.0,15.0,30.0,170.0,84.0,72.0,41.0,66.0,14.0,8.0,1.84,1.57,2.79,4.0,0.0,5.0,103.0,88.0,88.0,36.0,0.65,0.52,0.77,6.08,6.08,6.06,285.17,35.4,25.2,60.43,10.32,172.14,95.57,33.82,35.4,33.82,292.0,108.0,149.0,549.0,46.0,30.0,10.0,64.0,8.0,130.0,122.0,246.0,354.0,13.0,26.0,218.0,35.0,22.0,53.0,283.0,78.0,39.0,6.21,9.46,19.72,7.0,11.0,28.0,549.0,400.0,400.0,6.0,6.56,9.22,9.22,32.67,32.67,31.84
NYI,2014,NYI,NYI,Team Level,5on4,82,0.9,0.9,0.88,24999.0,353.37,44.2,34.25,74.81,12.92,216.84,113.98,41.4,44.2,41.4,364.0,133.0,151.0,648.0,41.0,54.0,14.0,78.0,14.0,166.0,144.0,323.0,456.0,22.0,44.0,234.0,28.0,31.0,105.0,348.0,91.0,58.0,8.41,11.17,24.62,7.0,9.0,25.0,648.0,497.0,497.0,17.0,8.69,13.88,13.76,39.13,39.13,37.98,46.79,4.98,2.26,5.94,1.43,12.64,39.74,4.96,4.98,4.96,52.0,15.0,7.0,74.0,3.0,1.0,1.0,8.0,2.0,8.0,45.0,49.0,64.0,13.0,26.0,214.0,101.0,74.0,41.0,44.0,16.0,7.0,1.11,1.66,2.21,0.0,1.0,2.0,74.0,67.0,67.0,35.0,0.52,0.54,0.54,4.96,4.96,4.96
PIT,2014,PIT,PIT,Team Level,other,82,0.53,0.52,0.53,12313.0,175.55,28.92,11.19,34.04,5.36,87.97,74.52,28.16,28.92,28.16,178.0,64.0,66.0,308.0,22.0,7.0,2.0,22.0,9.0,87.0,95.0,156.0,220.0,16.0,37.0,162.0,61.0,32.0,28.0,146.0,60.0,36.0,5.1,7.12,16.71,5.0,4.0,13.0,308.0,242.0,242.0,4.0,3.03,2.31,2.31,29.65,29.65,29.04,152.0,25.4,10.33,28.29,5.05,85.01,57.93,23.04,25.4,23.04,166.0,46.0,70.0,282.0,26.0,3.0,1.0,26.0,10.0,76.0,71.0,140.0,186.0,8.0,16.0,176.0,60.0,26.0,24.0,124.0,55.0,33.0,4.03,6.95,14.42,7.0,8.0,11.0,282.0,212.0,212.0,12.0,3.1,0.55,0.68,27.82,27.82,25.33
PIT,2014,PIT,PIT,Team Level,all,82,0.52,0.52,0.52,300094.0,2551.28,232.24,173.77,575.14,80.88,1396.51,1052.48,223.59,234.3,225.6,2594.0,917.0,1165.0,4676.0,217.0,176.0,46.0,538.0,103.0,1190.0,1287.0,2377.0,3294.0,388.0,889.0,2396.0,2495.0,441.0,581.0,2663.0,611.0,237.0,76.62,73.46,82.16,61.0,76.0,80.0,4727.62,3511.0,3545.32,294.0,38.53,42.23,42.59,228.17,230.18,225.13,2343.24,217.03,164.61,531.02,75.86,1297.73,953.76,207.6,217.28,207.8,2401.0,839.0,1094.0,4334.0,204.0,168.0,33.0,446.0,89.0,1093.0,1240.0,2197.0,3036.0,363.0,837.0,2487.0,2353.0,503.0,530.0,2416.0,612.0,212.0,69.65,74.85,72.52,65.0,72.0,67.0,4315.12,3240.0,3232.66,279.0,36.96,37.39,38.02,215.96,215.94,209.49
PIT,2014,PIT,PIT,Team Level,5on5,82,0.52,0.53,0.53,236186.0,1936.89,149.44,125.49,455.87,61.32,1060.57,811.3,144.38,151.51,146.4,1955.0,709.0,934.0,3598.0,146.0,126.0,30.0,433.0,74.0,904.0,981.0,1809.0,2518.0,332.0,760.0,1755.0,2251.0,355.0,432.0,2095.0,438.0,131.0,60.28,52.95,36.22,49.0,61.0,36.0,3649.62,2664.0,2698.32,239.0,25.95,28.59,28.93,146.46,148.47,146.17,1727.92,139.64,113.28,412.01,55.69,941.2,717.16,135.21,139.9,135.42,1760.0,619.0,838.0,3217.0,132.0,124.0,26.0,338.0,59.0,775.0,951.0,1628.0,2247.0,320.0,742.0,1856.0,2123.0,405.0,427.0,1820.0,438.0,121.0,53.21,53.07,33.37,49.0,54.0,29.0,3198.12,2379.0,2371.66,241.0,23.41,27.64,27.51,135.54,135.51,133.85
PIT,2014,PIT,PIT,Team Level,4on5,82,0.1,0.1,0.11,26500.0,50.95,5.04,2.42,6.37,1.42,14.08,40.67,4.93,5.04,4.93,63.0,7.0,11.0,81.0,6.0,2.0,0.0,8.0,4.0,9.0,41.0,57.0,64.0,12.0,30.0,228.0,98.0,36.0,43.0,50.0,11.0,9.0,1.42,1.26,2.35,1.0,2.0,3.0,81.0,70.0,70.0,38.0,0.56,0.58,0.58,5.02,5.02,5.0,408.43,45.81,38.16,83.8,13.43,256.63,134.17,43.21,45.81,43.21,410.0,162.0,173.0,745.0,36.0,40.0,6.0,73.0,18.0,232.0,173.0,374.0,536.0,20.0,43.0,237.0,42.0,22.0,64.0,419.0,104.0,49.0,11.02,12.93,21.87,8.0,7.0,21.0,745.0,572.0,572.0,12.0,9.79,8.91,9.53,46.06,46.06,43.78
PIT,2014,PIT,PIT,Team Level,5on4,82,0.89,0.88,0.87,25095.0,387.9,48.83,34.66,78.86,12.78,233.87,126.0,46.11,48.83,46.11,398.0,137.0,154.0,689.0,43.0,41.0,14.0,75.0,16.0,190.0,170.0,355.0,492.0,28.0,62.0,251.0,85.0,18.0,78.0,372.0,102.0,61.0,9.83,12.12,26.89,6.0,9.0,28.0,689.0,535.0,535.0,13.0,8.99,10.75,10.77,47.05,47.05,44.92,54.9,6.17,2.85,6.92,1.68,14.88,44.49,6.14,6.17,6.14,65.0,12.0,13.0,90.0,10.0,1.0,0.0,9.0,2.0,10.0,45.0,55.0,67.0,15.0,36.0,218.0,128.0,50.0,15.0,53.0,15.0,9.0,1.4,1.9,2.87,1.0,3.0,6.0,90.0,77.0,77.0,14.0,0.66,0.29,0.29,6.54,6.54,6.53
WSH,2014,WSH,WSH,Team Level,other,82,0.52,0.49,0.5,15482.0,174.18,31.48,11.89,31.32,5.62,95.09,68.59,30.49,31.48,30.49,165.0,79.0,87.0,331.0,31.0,15.0,7.0,22.0,4.0,80.0,92.0,134.0,213.0,10.0,20.0,161.0,73.0,33.0,39.0,137.0,67.0,40.0,5.5,7.89,18.09,3.0,7.0,21.0,331.0,244.0,244.0,25.0,3.26,4.65,4.65,30.08,30.08,29.26,175.87,28.82,12.61,33.38,5.73,100.49,64.98,27.24,28.82,27.24,161.0,85.0,99.0,345.0,20.0,10.0,3.0,37.0,5.0,86.0,88.0,141.0,226.0,7.0,14.0,156.0,60.0,34.0,32.0,145.0,64.0,37.0,5.33,7.77,15.71,4.0,6.0,10.0,345.0,246.0,246.0,18.0,3.61,3.06,3.06,29.37,29.37,28.1
WSH,2014,WSH,WSH,Team Level,all,82,0.52,0.51,0.51,300116.0,2490.87,235.9,170.58,562.0,80.21,1387.23,1044.08,226.54,236.91,227.57,2420.0,1060.0,1256.0,4736.0,237.0,150.0,37.0,626.0,99.0,1135.0,1233.0,2183.0,3243.0,351.0,797.0,2522.0,2335.0,589.0,697.0,2566.0,702.0,212.0,76.73,83.91,75.27,86.0,78.0,73.0,4769.09,3480.0,3505.67,460.0,37.8,34.73,35.95,237.75,238.66,232.7,2392.95,215.5,165.88,538.23,76.61,1336.32,997.46,207.9,215.26,207.62,2368.0,962.0,1271.0,4601.0,199.0,146.0,38.0,599.0,66.0,1094.0,1226.0,2169.0,3131.0,322.0,744.0,2399.0,2195.0,581.0,746.0,2497.0,628.0,205.0,69.92,74.76,70.82,75.0,53.0,71.0,4568.77,3330.0,3310.59,504.0,37.02,35.7,36.97,215.55,215.03,210.49
WSH,2014,WSH,WSH,Team Level,5on5,82,0.53,0.51,0.52,238723.0,1890.42,155.02,124.37,448.31,61.38,1043.84,798.09,149.08,156.03,150.1,1833.0,798.0,1010.0,3641.0,148.0,113.0,25.0,512.0,79.0,837.0,942.0,1685.0,2483.0,308.0,708.0,1911.0,2164.0,472.0,570.0,2000.0,505.0,126.0,60.27,60.41,34.34,71.0,54.0,23.0,3674.09,2631.0,2656.67,385.0,25.72,24.86,25.88,154.87,155.78,152.71,1781.85,139.26,116.64,418.06,56.89,983.02,760.13,135.22,139.02,134.94,1779.0,695.0,973.0,3447.0,135.0,95.0,23.0,481.0,43.0,805.0,915.0,1644.0,2339.0,277.0,648.0,1805.0,2036.0,463.0,617.0,1905.0,459.0,110.0,54.09,54.36,30.81,63.0,38.0,34.0,3414.77,2474.0,2454.59,440.0,24.07,20.19,21.68,141.64,141.12,139.16
WSH,2014,WSH,WSH,Team Level,4on5,82,0.08,0.11,0.13,25147.0,53.51,3.65,2.33,6.59,1.51,15.01,52.93,3.65,3.65,3.65,67.0,15.0,10.0,92.0,2.0,1.0,0.0,9.0,2.0,11.0,57.0,65.0,80.0,11.0,22.0,212.0,67.0,58.0,45.0,66.0,13.0,3.0,1.44,1.48,0.72,1.0,1.0,0.0,92.0,82.0,82.0,43.0,0.54,0.04,0.04,4.15,4.15,4.15,380.23,43.64,34.39,79.45,12.39,236.77,124.36,41.7,43.64,41.7,362.0,169.0,190.0,721.0,41.0,40.0,11.0,74.0,17.0,193.0,166.0,321.0,490.0,21.0,45.0,247.0,39.0,29.0,55.0,381.0,94.0,56.0,8.59,11.34,23.72,7.0,9.0,25.0,721.0,531.0,531.0,5.0,8.82,12.13,11.92,40.55,40.55,39.27
WSH,2014,WSH,WSH,Team Level,5on4,82,0.92,0.88,0.87,20764.0,372.75,45.76,32.0,75.78,11.7,233.3,124.47,43.34,45.76,43.34,355.0,168.0,149.0,672.0,56.0,21.0,5.0,83.0,14.0,207.0,142.0,299.0,467.0,22.0,47.0,238.0,31.0,26.0,43.0,363.0,117.0,43.0,9.51,14.12,22.11,11.0,16.0,29.0,672.0,523.0,523.0,7.0,8.28,5.18,5.39,48.64,48.64,46.59,55.0,3.78,2.24,7.32,1.61,16.04,48.0,3.74,3.78,3.74,66.0,13.0,9.0,88.0,3.0,1.0,1.0,7.0,1.0,10.0,57.0,63.0,76.0,17.0,37.0,191.0,60.0,55.0,42.0,66.0,11.0,2.0,1.9,1.3,0.58,1.0,0.0,2.0,88.0,79.0,79.0,41.0,0.52,0.32,0.32,3.98,3.98,3.97
OTT,2014,OTT,OTT,Team Level,other,82,0.58,0.54,0.55,10648.0,189.61,31.33,12.14,38.51,6.13,98.5,75.39,29.76,31.33,29.76,186.0,76.0,80.0,342.0,32.0,15.0,3.0,31.0,7.0,86.0,91.0,154.0,230.0,10.0,20.0,151.0,57.0,35.0,36.0,164.0,57.0,41.0,5.38,7.27,18.69,7.0,7.0,18.0,342.0,262.0,262.0,19.0,3.36,3.82,4.16,30.53,30.53,29.43,156.92,22.79,10.19,32.26,5.25,80.9,65.61,22.23,22.79,22.23,159.0,58.0,70.0,287.0,19.0,9.0,3.0,37.0,5.0,72.0,75.0,140.0,198.0,4.0,8.0,178.0,64.0,32.0,24.0,145.0,42.0,30.0,5.02,5.22,12.55,4.0,3.0,12.0,287.0,217.0,217.0,10.0,2.77,2.4,2.46,23.11,23.11,22.67
OTT,2014,OTT,OTT,Team Level,all,82,0.52,0.51,0.5,301584.0,2523.5,225.45,168.13,582.83,81.27,1399.27,1056.04,217.68,225.92,218.15,2540.0,973.0,1300.0,4813.0,232.0,176.0,40.0,521.0,76.0,1134.0,1374.0,2308.0,3281.0,325.0,759.0,2421.0,2279.0,648.0,719.0,2691.0,606.0,216.0,73.86,72.94,78.64,69.0,76.0,87.0,4824.66,3513.0,3521.02,438.0,37.33,41.09,42.26,220.51,221.12,215.88,2552.27,207.73,169.79,595.31,83.24,1436.51,1077.43,201.63,207.44,201.36,2635.0,935.0,1045.0,4615.0,208.0,169.0,31.0,615.0,104.0,1151.0,1323.0,2427.0,3362.0,346.0,803.0,2599.0,2121.0,536.0,736.0,2814.0,563.0,193.0,75.1,68.11,64.53,78.0,65.0,65.0,4605.52,3570.0,3566.98,453.0,37.23,35.31,36.42,208.53,208.05,204.38
OTT,2014,OTT,OTT,Team Level,5on5,82,0.51,0.5,0.49,238432.0,1861.12,142.37,117.81,448.02,59.96,1028.59,788.25,139.05,142.83,139.53,1884.0,701.0,997.0,3582.0,152.0,116.0,25.0,405.0,49.0,813.0,1050.0,1732.0,2433.0,285.0,665.0,1821.0,2049.0,533.0,568.0,2013.0,457.0,115.0,55.32,54.61,32.44,56.0,59.0,37.0,3593.66,2585.0,2593.02,373.0,24.2,24.21,25.21,141.36,141.96,140.21,1954.68,139.16,123.36,474.39,63.47,1101.75,831.86,135.52,138.87,135.26,2037.0,697.0,815.0,3549.0,143.0,127.0,22.0,502.0,84.0,858.0,1020.0,1894.0,2591.0,298.0,692.0,1890.0,1927.0,415.0,584.0,2211.0,417.0,106.0,59.63,50.54,28.99,67.0,51.0,25.0,3539.52,2734.0,2730.98,385.0,25.3,25.98,26.61,137.84,137.35,135.45
OTT,2014,OTT,OTT,Team Level,4on5,82,0.14,0.15,0.15,25445.0,68.48,6.29,3.15,9.13,2.01,19.43,52.99,6.13,6.29,6.13,72.0,21.0,23.0,116.0,6.0,5.0,2.0,9.0,4.0,11.0,58.0,66.0,87.0,10.0,31.0,183.0,131.0,58.0,40.0,64.0,23.0,6.0,1.53,3.01,1.75,1.0,3.0,2.0,116.0,93.0,93.0,40.0,0.74,1.26,1.26,5.77,5.77,5.74,374.12,38.97,33.05,80.84,12.62,234.86,125.65,37.13,38.97,37.13,373.0,153.0,144.0,670.0,41.0,32.0,5.0,69.0,13.0,208.0,163.0,332.0,485.0,23.0,55.0,284.0,36.0,22.0,77.0,394.0,87.0,45.0,8.99,10.27,19.71,6.0,9.0,26.0,670.0,526.0,526.0,13.0,8.41,6.6,6.77,40.62,40.62,39.3
OTT,2014,OTT,OTT,Team Level,5on4,82,0.87,0.88,0.86,27059.0,404.28,45.47,35.02,87.18,13.17,252.75,139.41,42.74,45.47,42.74,398.0,175.0,200.0,773.0,42.0,40.0,10.0,76.0,16.0,224.0,175.0,356.0,531.0,20.0,43.0,266.0,42.0,22.0,75.0,450.0,69.0,54.0,11.62,8.07,25.77,5.0,7.0,30.0,773.0,573.0,573.0,6.0,9.02,11.8,11.63,42.86,42.86,40.5,66.54,6.81,3.2,7.82,1.89,19.0,54.3,6.75,6.81,6.75,66.0,27.0,16.0,109.0,5.0,1.0,1.0,7.0,2.0,13.0,65.0,61.0,88.0,21.0,48.0,247.0,94.0,67.0,51.0,64.0,17.0,12.0,1.45,2.07,3.29,1.0,2.0,2.0,109.0,93.0,93.0,45.0,0.75,0.33,0.57,6.98,6.98,6.97
FLA,2015,FLA,FLA,Team Level,other,82,0.59,0.53,0.54,12153.0,173.54,41.02,12.0,29.63,6.39,94.02,61.01,37.53,41.02,37.53,178.0,67.0,69.0,314.0,30.0,13.0,3.0,35.0,8.0,86.0,73.0,148.0,215.0,15.0,31.0,183.0,40.0,33.0,33.0,125.0,62.0,58.0,4.68,7.91,28.43,4.0,4.0,22.0,314.0,245.0,245.0,19.0,3.5,4.54,6.07,38.45,38.45,36.01,151.54,28.38,10.68,28.13,5.44,84.35,54.03,27.0,28.38,27.0,150.0,61.0,67.0,278.0,24.0,6.0,1.0,36.0,11.0,65.0,69.0,126.0,187.0,8.0,19.0,152.0,55.0,25.0,27.0,109.0,66.0,36.0,3.78,8.26,16.34,4.0,4.0,16.0,278.0,211.0,211.0,11.0,3.17,1.68,1.68,29.87,29.87,28.6
FLA,2015,FLA,FLA,Team Level,all,82,0.5,0.49,0.49,299174.0,2318.51,223.77,158.05,516.1,75.82,1293.45,947.89,213.07,224.76,214.08,2360.0,856.0,888.0,4104.0,232.0,158.0,30.0,590.0,90.0,969.0,1177.0,2128.0,2984.0,342.0,769.0,2548.0,1910.0,506.0,610.0,2362.0,651.0,203.0,71.77,77.41,74.58,69.0,99.0,64.0,4145.16,3216.0,3240.98,308.0,35.06,34.2,38.54,220.28,221.45,215.1,2366.9,221.17,160.52,542.22,79.24,1326.9,984.96,210.84,220.17,209.8,2419.0,896.0,942.0,4257.0,200.0,153.0,28.0,644.0,101.0,967.0,1250.0,2219.0,3115.0,343.0,783.0,2540.0,2025.0,494.0,623.0,2508.0,588.0,219.0,69.88,71.94,79.34,51.0,73.0,76.0,4214.72,3315.0,3291.71,326.0,35.65,36.0,39.61,217.18,216.06,210.25
